id,mnemonic,synopsis,description,datatype,units,red_low,yellow_low,yellow_high,red_high,raw_red_low,raw_yellow_low,raw_yellow_high,raw_red_high,enumlist,conversion,parameters,section_id,section_name,archive
1004,adc_cal1_tmp_mux1_derived,ADC_CAL1_TMP_MUX1,ADC_CAL1_TMP_MUX1,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_cal1_tmp_mux1 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1005,adc_cal1_tmp_mux2_derived,ADC_CAL1_TMP_MUX2,ADC_CAL1_TMP_MUX2,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_cal1_tmp_mux2 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1006,adc_cal2_tmp_mux2_derived,ADC_CAL2_TMP_MUX2,ADC_CAL2_TMP_MUX2,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_cal2_tmp_mux2 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1007,adc_cal3_tmp_mux2_derived,ADC_CAL3_TMP_MUX2,ADC_CAL3_TMP_MUX2,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_cal3_tmp_mux2 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1008,adc_ditce_temp_derived,ADC_DITCE_TEMP,"Temperature sensor DITCE
 SMA DITCE (Heater #4)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,40.00883502607661,44.98907167630534,,,,,,DERIVED:steinhart_hart,adc_ditce_temp 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1009,adc_hsc_temp_derived,ADC_HSC_TEMP,ADC_HSC_TEMP,FLOAT32,deg_C,-39.99996614318391,-34.99998947609117,70.00739042834169,75.07771577367816,,,,,,DERIVED:steinhart_hart,adc_hsc_temp 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1010,adc_lvps_temp_derived,ADC_LVPS_TEMP,ADC_LVPS_TEMP,FLOAT32,deg_C,-39.99996614318391,-34.99998947609117,70.00739042834169,75.07771577367816,,,,,,DERIVED:steinhart_hart,adc_lvps_temp 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1011,adc_mdf_temp_derived,ADC_MDF_TEMP,ADC_MDF_TEMP,FLOAT32,deg_C,-39.99996614318391,-34.99998947609117,70.00739042834169,75.07771577367816,,,,,,DERIVED:steinhart_hart,adc_mdf_temp 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1012,adc_rtd0_derived,ADC_RTD0,ADC_RTD0,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_rtd0 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1013,adc_rtd1_derived,ADC_RTD1,ADC_RTD1,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_rtd1 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1014,adc_sbc_temp_derived,ADC_SBC_TEMP,ADC_SBC_TEMP,FLOAT32,deg_C,-39.99996614318391,-34.99998947609117,70.00739042834169,75.07771577367816,,,,,,DERIVED:steinhart_hart,adc_sbc_temp 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1015,adc_sm_base_temp_derived,ADC_SM_BASE_TEMP,"Temperature sensor SMA Base
 SMA Base (No Heater)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_sm_base_temp 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1016,adc_smc_temp_derived,ADC_SMC_TEMP,ADC_SMC_TEMP,FLOAT32,deg_C,-39.99996614318391,-34.99998947609117,70.00739042834169,75.07771577367816,,,,,,DERIVED:steinhart_hart,adc_smc_temp 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1017,adc_spare_0_derived,Spare,Spare,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_spare_0 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,14,adc_tlm_spare,1
1018,adc_spare_1_derived,Spare,Spare,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_spare_1 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,14,adc_tlm_spare,1
1019,adc_spare_2_derived,Spare,Spare,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_spare_2 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,14,adc_tlm_spare,1
1020,adc_temp0_derived,Temperature Sensor 0,"Temperature Sensor 0
 FPA Strap (Heater #0)",FLOAT32,deg_C,-39.99996614318391,-34.99998947609117,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp0 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1021,adc_temp1_derived,Temperature Sensor 1,"Temperature Sensor 1
 FPA Window (Heater #1)",FLOAT32,deg_C,-39.99996614318391,-34.99998947609117,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp1 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1022,adc_temp10_derived,Temperature Sensor 12,"Temperature Sensor 12
 Telescope +X (no heater)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp10 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1023,adc_temp11_derived,Temperature Sensor 13,"Temperature Sensor 13
 Telescope (Heater #6)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp11 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1024,adc_temp12_derived,Temperature Sensor 14,"Temperature Sensor 14
 SMA Mask (Heater #7)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp12 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1025,adc_temp13_derived,Temperature Sensor 15,"Temperature Sensor 15
 Telescope +X-Y (Heater #8)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp13 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1026,adc_temp14_derived,Temperature Sensor 16,"Temperature Sensor 16
 Telescope +X+Y (Heater #9)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp14 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1027,adc_temp15_derived,Temperature Sensor 17,"Temperature Sensor 17
 Telescope -X+Y (Heater #10)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp15 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1028,adc_temp16_derived,Temperature Sensor 18,"Temperature Sensor 18
 Telescope -X-Y (Heater #11)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp16 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1029,adc_temp17_derived,Temperature Sensor 19,"Temperature Sensor 19
 Telescope +Z (Heater #12)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp17 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1030,adc_temp18_derived,Temperature Sensor 20,"Temperature Sensor 20
 Telescope -Z (Heater #13)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp18 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1031,adc_temp19_derived,Temperature Sensor 21,"Temperature Sensor 21
 Telescope -Y-Z (Heater #14)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp19 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1032,adc_temp2_derived,Temperature Sensor 2,"Temperature Sensor 2
 FPA Frame (Heater #2)",FLOAT32,deg_C,-39.99996614318391,-34.99998947609117,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp2 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1033,adc_temp20_derived,Temperature Sensor 22,"Temperature Sensor 22
 Telescope -Y+Z (Heater #15)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp20 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1034,adc_temp21_derived,Temperature Sensor 21,"Temperature Sensor 21
 Spare",FLOAT32,deg_C,-35.913667720724675,-25.06606436546923,31.567344933349602,78.34590377987752,,,,,,DERIVED:steinhart_hart,adc_temp21 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1035,adc_temp22_derived,Temperature Sensor 22,"Temperature Sensor 22
 Spare",FLOAT32,deg_C,-35.913667720724675,-25.06606436546923,31.567344933349602,78.34590377987752,,,,,,DERIVED:steinhart_hart,adc_temp22 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1036,adc_temp23_derived,Temperature Sensor 23,"Temperature Sensor 23
 Spare",FLOAT32,deg_C,-35.913667720724675,-25.06606436546923,31.567344933349602,78.34590377987752,,,,,,DERIVED:steinhart_hart,adc_temp23 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1037,adc_temp24_derived,Temperature Sensor 24,"Temperature Sensor 24
 Spare",FLOAT32,deg_C,-35.913667720724675,-25.06606436546923,31.567344933349602,78.34590377987752,,,,,,DERIVED:steinhart_hart,adc_temp24 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1038,adc_temp25_derived,Temperature Sensor 25,"Temperature Sensor 25
 Spare",FLOAT32,deg_C,-35.913667720724675,-25.06606436546923,31.567344933349602,78.34590377987752,,,,,,DERIVED:steinhart_hart,adc_temp25 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1039,adc_temp3_derived,Temperature Sensor 3,"Temperature Sensor 3
 CMA =Z face (Heater #3)",FLOAT32,deg_C,-44.99988325355798,-39.99996614318391,60.04600829801086,65.04081226065534,,,,,,DERIVED:steinhart_hart,adc_temp3 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1040,adc_temp4_derived,Temperature Sensor 4,"Temperature Sensor 4
 CMA Motor (No Heater)",FLOAT32,deg_C,-44.99988325355798,-39.99996614318391,70.00739042834169,75.07771577367816,,,,,,DERIVED:steinhart_hart,adc_temp4 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1041,adc_temp5_derived,Temperature Sensor 7,"Temperature Sensor 7
 Spectrometer -X (no heater)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp5 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1042,adc_temp6_derived,Temperature Sensor 8,"Temperature Sensor 8
 Spectrometer +Z (no heater)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp6 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1043,adc_temp7_derived,Temperature Sensor 9,"Temperature Sensor 9
 Sensor Heat Sink (No Heater)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp7 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1044,adc_temp8_derived,Temperature Sensor 10,"Temperature Sensor 10
 Telescope T4 (no heater)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp8 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1045,adc_temp9_derived,Temperature Sensor 11,"Temperature Sensor 11
 Telescope -X (no heater)",FLOAT32,deg_C,-34.99998947609117,-29.999990213897604,49.99944753122958,55.007108756967284,,,,,,DERIVED:steinhart_hart,adc_temp9 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1046,htr_setpoint_00_derived,Setpoint value for heater channel 0,Setpoint value for heater channel 0,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_00 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1047,htr_setpoint_01_derived,Setpoint value for heater channel 1,Setpoint value for heater channel 1,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_01 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1048,htr_setpoint_02_derived,Setpoint value for heater channel 2,Setpoint value for heater channel 2,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_02 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1049,htr_setpoint_03_derived,Setpoint value for heater channel 3,Setpoint value for heater channel 3,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_03 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1050,htr_setpoint_04_derived,Setpoint value for heater channel 4,Setpoint value for heater channel 4,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_04 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1051,htr_setpoint_05_derived,Setpoint value for heater channel 5,Setpoint value for heater channel 5,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_05 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1052,htr_setpoint_06_derived,Setpoint value for heater channel 6,Setpoint value for heater channel 6,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_06 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1053,htr_setpoint_07_derived,Setpoint value for heater channel 7,Setpoint value for heater channel 7,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_07 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1054,htr_setpoint_08_derived,Setpoint value for heater channel 8,Setpoint value for heater channel 8,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_08 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1055,htr_setpoint_09_derived,Setpoint value for heater channel 9,Setpoint value for heater channel 9,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_09 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1056,htr_setpoint_10_derived,Setpoint value for heater channel 10,Setpoint value for heater channel 10,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_10 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1057,htr_setpoint_11_derived,Setpoint value for heater channel 11,Setpoint value for heater channel 11,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_11 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1058,htr_setpoint_12_derived,Setpoint value for heater channel 12,Setpoint value for heater channel 12,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_12 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1059,htr_setpoint_13_derived,Setpoint value for heater channel 13,Setpoint value for heater channel 13,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_13 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1060,htr_setpoint_14_derived,Setpoint value for heater channel 14,Setpoint value for heater channel 14,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_14 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1061,htr_setpoint_15_derived,Setpoint value for heater channel 15,Setpoint value for heater channel 15,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,htr_setpoint_15 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,17,mech_htr_tlm,1
1062,scan_label,The SDPC defined scan-label derived from the mem_mon_adr_15 TP,The SDPC defined scan-label derived from the mem_mon_adr_15 TP,UINT32,,,,,,,,,,,DERIVED:mem_mon_ptr,mem_mon_adr_15,15,mem_mon_adr,0
